e55a7cb21368acf014f8807b2aaae6f6	http://bit.ly/1CLI0Ox	http://www.dus.com/index.html	text/html; charset=utf-8	Error 404
f9cf10d482e55ddb92dd62dae20cf3c1	http://on.welt.de/1GcfNRT	http://www.welt.de/videos/article136276604/Im-Livestream-Trauerfeier-fuer-Germanwings-Opfer-im-Koelner-Dom.html	text/html;charset=UTF-8	Live - Trauerfeier für Germanwings-Opfer im Kölner Dom - Videos  - DIE WELT
c5c6d35ce422d557242c2287771d2ffb	http://on.welt.de/1xuhyZd	http://www.welt.de/wirtschaft/article138724152/Kann-Auswertung-der-Handys-Absturzursache-klaeren.html	text/html;charset=UTF-8	4U9525-Absturz: Kann Auswertung der Handys Absturzursache klären? - DIE WELT
9a627688000f6e17a70e90670923583f	https://twitter.com/germanwings/status/580345304878342144	https://twitter.com/germanwings/status/580345304878342144	text/html;charset=utf-8	Germanwings on Twitter: &quot;UPDATE: Wir müssen leider bestätigen, dass Flug 4U9525 auf dem Flug von BCN nach DUS über den französischen Alpen verunglückt ist ...&quot;
8f3c4a0e4cd136b1724925ba686359a8	http://www.auswaertiges-amt.de/DE/Infoservice/Presse/Meldungen/2015/150324-Flugzeugabsturz_FR.html	http://www.auswaertiges-amt.de/DE/Infoservice/Presse/Meldungen/2015/150324-Flugzeugabsturz_FR.html	text/html;charset=utf-8	Auswärtiges Amt  -  Pressemitteilungen - Außenminister Steinmeier zum Flugzeugabsturz in Südfrankreich
96aa1122a01e9beb21d1044874210621	http://www.dus.com/index.html	http://www.dus.com/index.html	text/html; charset=utf-8	Error 404
365cb685d7d378de57e99d54cec990ff	http://www.planespotters.net/Production_List/Airbus/A320/147,D-AIPX-Germanwings.php	http://www.planespotters.net/Production_List/Airbus/A320/147,D-AIPX-Germanwings.php	text/html	D-AIPX Germanwings Airbus A320-200 - cn 147 - Planespotters.net Just Aviation
e99c15eab91afe44300d2c450cb5fc78	http://www.tagesschau.de/ausland/germanwings-absturz-103.html	http://www.tagesschau.de/ausland/germanwings-absturz-103.html	text/html; charset=utf-8	Unglück bei Nizza: Germanwings-Airbus in Frankreich abgestürzt | tagesschau.de
bcc9d3964bc05d58184f8e71a1e3394e	http://www.bbc.com/news/world-europe-32030270?ns_mchannel=social	http://www.bbc.com/news/world-europe-32030270?ns_mchannel=social	text/html; charset=utf-8	Germanwings plane 4U 9525 crashes in French Alps - no survivors - BBC News
9a6b2af9d9bb3c2e16965b50d23b7010	http://www.independent.co.uk/news/world/europe/airbus-a320-crash-german-wings-flight-down-in-southern-france-10129817.html	http://www.independent.co.uk/news/world/europe/airbus-a320-crash-german-wings-flight-down-in-southern-france-10129817.html	text/html;charset=UTF-8	Germanwings Airbus A320 plane crash: Flight 4U9525 down in French Alps with 150 feared dead - Europe - World - The Independent
519f45aa021ad0c1174c4b7511635620	http://www.n-tv.de/panorama/Germanwings-Maschine-zerschellte-an-Fels-article14763951.html?ts=1427193687850	http://www.n-tv.de/panorama/Germanwings-Maschine-zerschellte-an-Fels-article14763951.html?ts=1427193687850	text/html;charset=UTF-8	Erster Flugschreiber geborgen: Germanwings-Maschine zerschellte an Fels - n-tv.de
